GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESJ001
"G550031074600","1990","WI",,,,,,,,,,,,"99","Douglas","031","Solon Springs town","74600","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000215031","0000003834","Solon Springs town","A","+46365171","-091818704","43",2.47
"G550031078275","1990","WI",,,,,,,,,,,,"99","Douglas","031","Summit town","78275","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000379743","0000002499","Summit town","A","+46427653","-092175986","43",2.67
"G550031078650","1990","WI",,,,,,,,,,,,"99","Douglas","031","Superior city","78650","C5","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000095678","0000047900","Superior city","F","+46696870","-092059603","25",2.36
"G550031078660","1990","WI",,,,,,,,,,,,"99","Douglas","031","Superior village","78660","C5","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000003201","0000000021","Superior village","F","+46653660","-092105499","47",2.56
"G550031078675","1990","WI",,,,,,,,,,,,"99","Douglas","031","Superior town","78675","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000275071","0000004033","Superior town","A","+46583187","-092164702","43",2.77
"G550031083512","1990","WI",,,,,,,,,,,,"99","Douglas","031","Wascott town","83512","T1","3","2240",,,,"9999","2","Wisconsin","55",,,,"0000344448","0000021071","Wascott town","A","+46202100","-091798591","43",2.21
"G550033009050","1990","WI",,,,,,,,,,,,"99","Dunn","033","Boyceville village","09050","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000010261","0000000000","Boyceville village","F","+45042612","-092039915","47",2.40
"G550033016275","1990","WI",,,,,,,,,,,,"99","Dunn","033","Colfax village","16275","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003598","0000000078","Colfax village","F","+44996943","-091725908","47",2.24
"G550033016300","1990","WI",,,,,,,,,,,,"99","Dunn","033","Colfax town","16300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088678","0000000827","Colfax town","A","+44986525","-091707479","43",3.04
"G550033020675","1990","WI",,,,,,,,,,,,"99","Dunn","033","Downing village","20675","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000007706","0000000000","Downing village","F","+45048539","-092124101","47",2.94
"G550033021150","1990","WI",,,,,,,,,,,,"99","Dunn","033","Dunn town","21150","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000144291","0000003518","Dunn town","A","+44756237","-091913304","43",2.75
"G550033022375","1990","WI",,,,,,,,,,,,"99","Dunn","033","Eau Galle town","22375","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000122682","0000001501","Eau Galle town","A","+44724698","-092053472","43",3.00
"G550033023325","1990","WI",,,,,,,,,,,,"99","Dunn","033","Elk Mound village","23325","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000005890","0000000000","Elk Mound village","F","+44875054","-091687709","47",3.00
"G550033023350","1990","WI",,,,,,,,,,,,"99","Dunn","033","Elk Mound town","23350","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087280","0000000061","Elk Mound town","A","+44902833","-091707952","43",3.02
"G550033030300","1990","WI",,,,,,,,,,,,"99","Dunn","033","Grant town","30300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000095462","0000001254","Grant town","A","+45080232","-091711414","43",3.07
"G550033033400","1990","WI",,,,,,,,,,,,"99","Dunn","033","Hay River town","33400","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093482","0000000000","Hay River town","A","+45071950","-091950277","43",3.02
"G550033039975","1990","WI",,,,,,,,,,,,"99","Dunn","033","Knapp village","39975","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004096","0000000000","Knapp village","F","+44954100","-092076950","47",2.46
"G550033046175","1990","WI",,,,,,,,,,,,"99","Dunn","033","Lucas town","46175","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092577","0000000000","Lucas town","A","+44901971","-092070461","43",2.86
"G550033051025","1990","WI",,,,,,,,,,,,"99","Dunn","033","Menomonie city","51025","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000029167","0000004503","Menomonie city","F","+44887891","-091913986","25",2.46
"G550033051050","1990","WI",,,,,,,,,,,,"99","Dunn","033","Menomonie town","51050","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000108489","0000000532","Menomonie town","A","+44881536","-091959979","43",2.95
"G550033056775","1990","WI",,,,,,,,,,,,"99","Dunn","033","New Haven town","56775","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094251","0000000000","New Haven town","A","+45166127","-092095830","43",2.75
"G550033060725","1990","WI",,,,,,,,,,,,"99","Dunn","033","Otter Creek town","60725","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000095631","0000000000","Otter Creek town","A","+45074562","-091834406","43",2.89
"G550033062125","1990","WI",,,,,,,,,,,,"99","Dunn","033","Peru town","62125","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000048488","0000002282","Peru town","A","+44713292","-091815152","43",2.82
"G550033066550","1990","WI",,,,,,,,,,,,"99","Dunn","033","Red Cedar town","66550","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000106976","0000002426","Red Cedar town","A","+44886248","-091834399","43",3.01
"G550033067800","1990","WI",,,,,,,,,,,,"99","Dunn","033","Ridgeland village","67800","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001098","0000000000","Ridgeland village","F","+45202217","-091897373","47",1.92
"G550033068700","1990","WI",,,,,,,,,,,,"99","Dunn","033","Rock Creek town","68700","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000079794","0000002013","Rock Creek town","A","+44718110","-091716585","43",2.86
"G550033071425","1990","WI",,,,,,,,,,,,"99","Dunn","033","Sand Creek town","71425","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092593","0000001048","Sand Creek town","A","+45165622","-091721550","43",2.67
"G550033073300","1990","WI",,,,,,,,,,,,"99","Dunn","033","Sheridan town","73300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093483","0000000017","Sheridan town","A","+45162002","-091972919","43",3.02
"G550033073375","1990","WI",,,,,,,,,,,,"99","Dunn","033","Sherman town","73375","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091373","0000000248","Sherman town","A","+44991873","-091958338","43",2.97
"G550033075750","1990","WI",,,,,,,,,,,,"99","Dunn","033","Spring Brook town","75750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000157430","0000003506","Spring Brook town","A","+44807121","-091741561","43",2.97
"G550033076650","1990","WI",,,,,,,,,,,,"99","Dunn","033","Stanton town","76650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087707","0000000000","Stanton town","A","+44989784","-092081104","43",3.02
"G550033078975","1990","WI",,,,,,,,,,,,"99","Dunn","033","Tainter town","78975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000085472","0000006950","Tainter town","A","+44981549","-091834427","43",2.62
"G550033079775","1990","WI",,,,,,,,,,,,"99","Dunn","033","Tiffany town","79775","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000077259","0000000024","Tiffany town","A","+45081961","-092074862","43",3.09
"G550033085975","1990","WI",,,,,,,,,,,,"99","Dunn","033","Weston town","85975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000107516","0000000000","Weston town","A","+44814437","-092068046","43",2.89
"G550033086575","1990","WI",,,,,,,,,,,,"99","Dunn","033","Wheeler village","86575","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002123","0000000000","Wheeler village","F","+45043673","-091905463","47",2.66
"G550033087375","1990","WI",,,,,,,,,,,,"99","Dunn","033","Wilson town","87375","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092027","0000000000","Wilson town","A","+45165254","-091843835","43",2.77
"G550035001550","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Altoona city","01550","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000010594","0000000547","Altoona city","F","+44805050","-091441999","25",2.47
"G550035003825","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Augusta city","03825","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000005013","0000000000","Augusta city","F","+44678668","-091121217","25",2.36
"G550035009500","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Bridge Creek town","09500","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000265549","0000004756","Bridge Creek town","A","+44686500","-091066534","43",3.21
"G550035010625","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Brunswick town","10625","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000094575","0000001986","Brunswick town","A","+44732219","-091587231","43",2.81
"G550035015200","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Clear Creek town","15200","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000093102","0000000000","Clear Creek town","A","+44632190","-091341772","43",2.93
"G550035020800","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Drammen town","20800","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000093068","0000000000","Drammen town","A","+44635551","-091593430","43",2.89
"G550035022300","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Eau Claire city","22300","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000062356","0000005169","Eau Claire city","F","+44814300","-091496261","25",2.48
"G550035024825","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Fairchild village","24825","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000003766","0000000065","Fairchild village","F","+44605457","-090956416","47",2.41
"G550035024850","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Fairchild town","24850","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000089351","0000000085","Fairchild town","A","+44637394","-090984137","43",3.00
"G550035025125","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Fall Creek village","25125","C5","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000003845","0000000077","Fall Creek village","F","+44762102","-091274013","47",2.47
"G550035044350","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Lincoln town","44350","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000151079","0000001269","Lincoln town","A","+44742409","-091244642","43",3.23
"G550035046275","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Ludington town","46275","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000118548","0000000473","Ludington town","A","+44808846","-091160476","43",3.05
"G550035060750","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Otter Creek town","60750","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000092138","0000000000","Otter Creek town","A","+44635517","-091218488","43",2.92
"G550035063400","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Pleasant Valley town","63400","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000140428","0000000000","Pleasant Valley town","A","+44661317","-091461733","43",3.03
"G550035072675","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Seymour town","72675","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000081181","0000002788","Seymour town","A","+44835704","-091336739","43",2.78
"G550035081550","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Union town","81550","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000075935","0000001233","Union town","A","+44821800","-091599524","43",2.85
"G550035083612","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Washington town","83612","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000147535","0000001256","Washington town","A","+44753830","-091406859","43",2.88
"G550035087400","1990","WI",,,,,,,,,,,,"99","Eau Claire","035","Wilson town","87400","T1","3","2290",,,,"9999","2","Wisconsin","55",,,,"0000123482","0000000096","Wilson town","A","+44810485","-091011788","43",3.16
"G550037003875","1990","WI",,,,,,,,,,,,"99","Florence","037","Aurora town","03875","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000098328","0000001059","Aurora town","A","+45769642","-088139856","43",2.60
"G550037016550","1990","WI",,,,,,,,,,,,"99","Florence","037","Commonwealth town","16550","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000109641","0000001582","Commonwealth town","A","+45854518","-088238639","43",2.70
"G550037025575","1990","WI",,,,,,,,,,,,"99","Florence","037","Fence town","25575","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000231682","0000001533","Fence town","A","+45762303","-088529141","43",2.67
"G550037025675","1990","WI",,,,,,,,,,,,"99","Florence","037","Fern town","25675","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088058","0000003026","Fern town","A","+45841552","-088364028","43",2.60
"G550037026200","1990","WI",,,,,,,,,,,,"99","Florence","037","Florence town","26200","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000397966","0000010480","Florence town","A","+45915764","-088389833","43",2.51
"G550037035600","1990","WI",,,,,,,,,,,,"99","Florence","037","Homestead town","35600","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000139501","0000001205","Homestead town","A","+45765670","-088265605","43",2.76
"G550037045625","1990","WI",,,,,,,,,,,,"99","Florence","037","Long Lake town","45625","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088035","0000004798","Long Lake town","A","+45854151","-088622572","43",2.53
"G550037079975","1990","WI",,,,,,,,,,,,"99","Florence","037","Tipler town","79975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000110923","0000000747","Tipler town","A","+45952396","-088602592","43",2.45
"G550039001525","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Alto town","01525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094034","0000000000","Alto town","A","+43674084","-088819584","43",3.32
"G550039003150","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Ashford town","03150","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092777","0000000179","Ashford town","A","+43590768","-088340703","43",3.15
"G550039003750","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Auburn town","03750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091441","0000001488","Auburn town","A","+43579824","-088221867","43",3.21
"G550039009300","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Brandon village","09300","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001594","0000000000","Brandon village","F","+43737380","-088783843","47",2.70
"G550039011600","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Byron town","11600","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094072","0000000000","Byron town","A","+43668064","-088467135","43",3.24
"G550039012075","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Calumet town","12075","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000078168","0000036024","Calumet town","A","+43916322","-088286272","43",3.03
"G550039012325","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Campbellsport village","12325","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002376","0000000006","Campbellsport village","F","+43599368","-088281335","47",2.65
"G550039022475","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Eden village","22475","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000881","0000000000","Eden village","F","+43692424","-088362846","47",2.76
"G550039022500","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Eden town","22500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093721","0000000116","Eden town","A","+43677073","-088345022","43",3.26
"G550039023150","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Eldorado town","23150","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092656","0000001219","Eldorado town","A","+43852271","-088582660","43",3.15
"G550039024050","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Empire town","24050","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000078011","0000000329","Empire town","A","+43753996","-088344534","43",3.04
"G550039025075","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Fairwater village","25075","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001926","0000000000","Fairwater village","F","+43741064","-088868776","47",2.65
"G550039026275","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Fond du Lac city","26275","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000033059","0000002251","Fond du Lac city","F","+43773300","-088445511","25",2.49
"G550039026300","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Fond du Lac town","26300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000057000","0000002787","Fond du Lac town","A","+43756514","-088468835","43",2.73
"G550039026450","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Forest town","26450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091293","0000002249","Forest town","A","+43768686","-088225851","43",3.17
"G550039027975","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Friendship town","27975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000044729","0000046302","Friendship town","A","+43853241","-088462457","43",2.64
"G550039039300","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Kewaskum village","39300","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000201","0000000000","Kewaskum village","F","+43545104","-088267847","47",1.00
"G550039042125","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Lamartine town","42125","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094543","0000000170","Lamartine town","A","+43759615","-088581590","43",3.06
"G550039049650","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Marshfield town","49650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088557","0000000527","Marshfield town","A","+43855976","-088222330","43",3.24
"G550039051450","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039","Metomen town","51450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090152","0000000000","Metomen town","A","+43768937","-088834507","43",2.93
